"subject","section","sessionTitle","date","presentCount","totalCount","pct"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Company Specific MCQs - Puzzles","2026-07-23","32","47","68.1"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Company Specific Session - Puzzles & Data Sufficiency","2026-07-22","37","47","78.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Data Sufficiency Daily Practice","2026-07-21","20","47","42.6"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Data Sufficiency","2026-07-20","35","47","74.5"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Puzzles Daily Practice","2026-07-18","19","47","40.4"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Puzzles","2026-07-17","57","94","60.6"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Company Specific MCQs - Cubes","2026-07-16","30","47","63.8"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Quiz - Venn Diagrams and Syllogisms","2026-07-16","25","47","53.2"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Company Specific MCQs - Syllogisms","2026-07-15","28","47","59.6"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Company Specific MCQs - Venn Diagrams","2026-07-15","31","47","66"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Company Specific Session - Venn Diagrams, Syllogisms, Cubes","2026-07-13","28","47","59.6"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Cubes Daily Practice","2026-07-09","32","47","68.1"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Cubes","2026-07-08","37","47","78.7"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Quiz - Data Arrangements and Blood relations","2026-07-08","30","47","63.8"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Cubes","2026-07-07","30","47","63.8"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Syllogisms 2 Daily Practice","2026-07-02","33","47","70.2"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Syllogisms 1 Daily Practice","2026-06-29","32","47","68.1"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Syllogisms 2","2026-06-29","30","47","63.8"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Syllogisms 1","2026-06-27","18","47","38.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Venn Diagrams Daily Practice","2026-06-25","16","47","34"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Venn Diagrams","2026-06-24","18","47","38.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Company Specific MCQs - Blood relations","2026-06-23","10","47","21.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Company Specific MCQs - Data Arrangements","2026-06-23","9","47","19.1"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Blood Relations 2 Daily Practice","2026-06-22","6","47","12.8"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Blood Relations 1 Daily Practice","2026-06-20","7","47","14.9"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Circular Arrangements Daily Practice","2026-06-19","12","94","12.8"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Company Specific Session - Arrangements & Blood relations","2026-06-19","6","47","12.8"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Blood Relations 2","2026-06-18","5","47","10.6"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Blood Relations 1","2026-06-17","2","47","4.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Circular Arrangements","2026-06-17","2","47","4.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Circular Arrangements","2026-06-15","2","47","4.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Linear Arrangements Daily Practice","2026-06-13","2","47","4.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Linear Arrangements","2026-06-12","2","47","4.3"
"Logical Reasoning and Analytical Skills","CDU Batch-1 - S-020","Introduction","2026-06-11","2","47","4.3"
"Back End Development","CDU Batch-1 - S-001","MCQ Practice","2026-08-20","43","64","67.2"
"Back End Development","CDU Batch-1 - S-001","Protected Routes with JWT Authentication","2026-08-20","47","64","73.4"
"Back End Development","CDU Batch-1 - S-001","MCQ Practice","2026-08-19","26","64","40.6"
"Back End Development","CDU Batch-1 - S-001","Protected Routes with JWT Authentication","2026-08-19","29","64","45.3"
"Back End Development","CDU Batch-1 - S-001","Coding Practice","2026-08-04","45","64","70.3"
"Back End Development","CDU Batch-1 - S-001","Filtering and Sorting","2026-08-03","48","64","75"
"Back End Development","CDU Batch-1 - S-001","Filtering and Sorting","2026-08-01","42","64","65.6"
"Back End Development","CDU Batch-1 - S-001","MCQ Practice","2026-08-01","42","64","65.6"
"Back End Development","CDU Batch-1 - S-001","Filtering and Sorting","2026-07-31","53","64","82.8"
"Back End Development","CDU Batch-1 - S-001","Module Quiz-2","2026-07-31","51","64","79.7"
"Back End Development","CDU Batch-1 - S-001","Implementing CRUD Operations | Part 2","2026-07-28","47","64","73.4"
"Back End Development","CDU Batch-1 - S-001","MCQ Practice","2026-07-28","42","64","65.6"
"Back End Development","CDU Batch-1 - S-001","Coding Practice","2026-07-27","49","64","76.6"
"Back End Development","CDU Batch-1 - S-001","Implementing CRUD Operations | Part 2","2026-07-27","42","64","65.6"
"Back End Development","CDU Batch-1 - S-001","Implementing CRUD Operations | Part 1","2026-07-23","50","64","78.1"
"Back End Development","CDU Batch-1 - S-001","Implementing CRUD Operations | Part 1","2026-07-22","57","64","89.1"
"Back End Development","CDU Batch-1 - S-001","MCQ Practice","2026-07-22","55","64","85.9"
"Back End Development","CDU Batch-1 - S-001","MCQ Practice","2026-07-21","57","64","89.1"
"Back End Development","CDU Batch-1 - S-001","Introduction to MVC and Mongoose Models","2026-07-20","59","64","92.2"
"Back End Development","CDU Batch-1 - S-001","MCQ Practice","2026-07-18","39","64","60.9"
"Back End Development","CDU Batch-1 - S-001","Coding Practice","2026-07-17","45","64","70.3"
"Back End Development","CDU Batch-1 - S-001","Connecting MongoDB to NodeJS","2026-07-16","53","64","82.8"
"Back End Development","CDU Batch-1 - S-001","MCQ Practice","2026-07-16","56","64","87.5"
"Back End Development","CDU Batch-1 - S-001","Module Quiz-1","2026-07-15","48","64","75"
"Back End Development","CDU Batch-1 - S-001","Streams","2026-07-15","55","64","85.9"
"Back End Development","CDU Batch-1 - S-001","MCQ Practice","2026-07-14","56","128","43.8"
"Back End Development","CDU Batch-1 - S-001","Streams","2026-07-14","56","64","87.5"
"Back End Development","CDU Batch-1 - S-001","File Systems Part - 2","2026-07-11","37","64","57.8"
"Back End Development","CDU Batch-1 - S-001","MCQ Practice","2026-07-11","39","64","60.9"
"Back End Development","CDU Batch-1 - S-001","File Systems Part - 1","2026-07-09","48","64","75"
"Back End Development","CDU Batch-1 - S-001","MCQ Practice","2026-07-09","51","64","79.7"
"Back End Development","CDU Batch-1 - S-001","File Systems Part - 1","2026-07-08","50","64","78.1"
"Back End Development","CDU Batch-1 - S-001","MCQ Practice","2026-07-08","48","64","75"
"Back End Development","CDU Batch-1 - S-001","Authentication | Part 3","2026-07-07","44","64","68.8"
"Back End Development","CDU Batch-1 - S-001","MCQ Practice","2026-07-07","44","64","68.8"
"Back End Development","CDU Batch-1 - S-001","Coding Practice","2026-07-06","47","64","73.4"
"Back End Development","CDU Batch-1 - S-001","MCQ Practice","2026-07-06","47","64","73.4"
"Back End Development","CDU Batch-1 - S-001","Authentication | Part 3","2026-07-03","53","64","82.8"
"Back End Development","CDU Batch-1 - S-001","Authentication | Part 2","2026-07-02","43","64","67.2"
"Back End Development","CDU Batch-1 - S-001","MCQ Practice","2026-07-02","54","64","84.4"
"Back End Development","CDU Batch-1 - S-001","Authentication | Part 2","2026-06-29","42","64","65.6"
"Back End Development","CDU Batch-1 - S-001","MCQ Practice","2026-06-29","45","64","70.3"
"Back End Development","CDU Batch-1 - S-001","Authentication | Part 2","2026-06-27","29","64","45.3"
"Back End Development","CDU Batch-1 - S-001","Coding Practice","2026-06-27","61","128","47.7"
"Back End Development","CDU Batch-1 - S-001","Authentication","2026-06-25","42","64","65.6"
"Back End Development","CDU Batch-1 - S-001","MCQ Practice","2026-06-25","50","64","78.1"
"Back End Development","CDU Batch-1 - S-001","Authentication","2026-06-24","49","64","76.6"
"Back End Development","CDU Batch-1 - S-001","MCQ Practice","2026-06-24","103","128","80.5"
"Back End Development","CDU Batch-1 - S-001","Coding Practice","2026-06-23","53","64","82.8"
"Back End Development","CDU Batch-1 - S-001","Debugging Common Errors | Part 2","2026-06-23","53","64","82.8"
"Back End Development","CDU Batch-1 - S-001","Debugging Common Errors","2026-06-22","56","64","87.5"
"Back End Development","CDU Batch-1 - S-001","MCQ Practice","2026-06-20","52","64","81.3"
"Back End Development","CDU Batch-1 - S-001","MCQ Practice","2026-06-19","50","64","78.1"
"Back End Development","CDU Batch-1 - S-001","REST APIs","2026-06-19","50","64","78.1"
"Back End Development","CDU Batch-1 - S-001","Introduction to Express JS | Part 3","2026-06-18","51","64","79.7"
"Back End Development","CDU Batch-1 - S-001","Introduction to Express JS | Part 3","2026-06-17","43","64","67.2"
"Back End Development","CDU Batch-1 - S-001","Introduction to Express JS | Part 2","2026-06-16","33","64","51.6"
"Back End Development","CDU Batch-1 - S-001","Coding Practice","2026-06-15","37","64","57.8"
"Back End Development","CDU Batch-1 - S-001","Introduction to Express JS | Part 2","2026-06-15","37","64","57.8"
"Back End Development","CDU Batch-1 - S-001","Introduction to Express JS","2026-06-13","30","64","46.9"
"Back End Development","CDU Batch-1 - S-001","MCQ Practice","2026-06-13","29","64","45.3"
"Back End Development","CDU Batch-1 - S-001","Introduction to Express JS","2026-06-12","20","64","31.3"
"Back End Development","CDU Batch-1 - S-001","Introduction to Backend Development","2026-06-11","15","64","23.4"
"Back End Development","CDU Batch-1 - S-002","MCQ Practice","2026-08-22","30","64","46.9"
"Back End Development","CDU Batch-1 - S-002","MCQ Practice","2026-08-20","41","64","64.1"
"Back End Development","CDU Batch-1 - S-002","Protected Routes with JWT Authentication","2026-08-20","45","64","70.3"
"Back End Development","CDU Batch-1 - S-002","MCQ Practice","2026-08-19","38","64","59.4"
"Back End Development","CDU Batch-1 - S-002","Protected Routes with JWT Authentication","2026-08-19","45","64","70.3"
"Back End Development","CDU Batch-1 - S-002","Coding Practice","2026-08-08","36","64","56.3"
"Back End Development","CDU Batch-1 - S-002","MCQ Practice","2026-08-08","36","64","56.3"
"Back End Development","CDU Batch-1 - S-002","Coding Practice","2026-08-04","48","64","75"
"Back End Development","CDU Batch-1 - S-002","MCQ Practice","2026-08-03","49","64","76.6"
"Back End Development","CDU Batch-1 - S-002","Filtering and Sorting","2026-08-01","41","64","64.1"
"Back End Development","CDU Batch-1 - S-002","MCQ Practice","2026-08-01","42","64","65.6"
"Back End Development","CDU Batch-1 - S-002","Filtering and Sorting","2026-07-31","44","64","68.8"
"Back End Development","CDU Batch-1 - S-002","Module Quiz-2","2026-07-31","43","64","67.2"
"Back End Development","CDU Batch-1 - S-002","Filtering and Sorting","2026-07-30","50","64","78.1"
"Back End Development","CDU Batch-1 - S-002","Implementing CRUD Operations | Part 2","2026-07-29","51","64","79.7"
"Back End Development","CDU Batch-1 - S-002","MCQ Practice","2026-07-29","49","64","76.6"
"Back End Development","CDU Batch-1 - S-002","Implementing CRUD Operations | Part 2","2026-07-28","54","64","84.4"
"Back End Development","CDU Batch-1 - S-002","MCQ Practice","2026-07-28","49","64","76.6"
"Back End Development","CDU Batch-1 - S-002","Coding Practice","2026-07-27","53","64","82.8"
"Back End Development","CDU Batch-1 - S-002","Implementing CRUD Operations | Part 1","2026-07-23","53","64","82.8"
"Back End Development","CDU Batch-1 - S-002","Implementing CRUD Operations | Part 1","2026-07-22","52","64","81.3"
"Back End Development","CDU Batch-1 - S-002","MCQ Practice","2026-07-22","55","64","85.9"
"Back End Development","CDU Batch-1 - S-002","MCQ Practice","2026-07-21","57","64","89.1"
"Back End Development","CDU Batch-1 - S-002","Introduction to MVC and Mongoose Models","2026-07-20","52","64","81.3"
"Back End Development","CDU Batch-1 - S-002","MCQ Practice","2026-07-18","28","64","43.8"
"Back End Development","CDU Batch-1 - S-002","Connecting MongoDB to NodeJS","2026-07-17","35","64","54.7"
"Back End Development","CDU Batch-1 - S-002","MCQ Practice","2026-07-16","58","64","90.6"
"Back End Development","CDU Batch-1 - S-002","Streams","2026-07-16","53","64","82.8"
"Back End Development","CDU Batch-1 - S-002","Module Quiz-1","2026-07-15","44","64","68.8"
"Back End Development","CDU Batch-1 - S-002","Streams","2026-07-15","36","64","56.3"
"Back End Development","CDU Batch-1 - S-002","MCQ Practice","2026-07-14","51","64","79.7"
"Back End Development","CDU Batch-1 - S-002","File Systems Part - 2","2026-07-13","46","64","71.9"
"Back End Development","CDU Batch-1 - S-002","File Systems Part - 1","2026-07-11","35","64","54.7"
"Back End Development","CDU Batch-1 - S-002","File Systems Part - 1","2026-07-09","0","64","0"
"Back End Development","CDU Batch-1 - S-002","File Systems Part - 1","2026-07-08","50","64","78.1"
"Back End Development","CDU Batch-1 - S-002","MCQ Practice","2026-07-08","46","64","71.9"
"Back End Development","CDU Batch-1 - S-002","Authentication | Part 3","2026-07-07","45","64","70.3"
"Back End Development","CDU Batch-1 - S-002","MCQ Practice","2026-07-07","50","64","78.1"
"Back End Development","CDU Batch-1 - S-002","Coding Practice","2026-07-06","47","64","73.4"
"Back End Development","CDU Batch-1 - S-002","MCQ Practice","2026-07-06","97","128","75.8"
"Back End Development","CDU Batch-1 - S-002","Authentication | Part 3","2026-07-03","51","64","79.7"
"Back End Development","CDU Batch-1 - S-002","Authentication | Part 3","2026-07-02","54","64","84.4"
"Back End Development","CDU Batch-1 - S-002","Authentication | Part 2","2026-07-01","43","64","67.2"
"Back End Development","CDU Batch-1 - S-002","Authentication | Part 2","2026-06-29","47","64","73.4"
"Back End Development","CDU Batch-1 - S-002","Authentication","2026-06-27","35","64","54.7"
"Back End Development","CDU Batch-1 - S-002","Coding Practice","2026-06-27","37","64","57.8"
"Back End Development","CDU Batch-1 - S-002","Authentication","2026-06-25","56","64","87.5"
"Back End Development","CDU Batch-1 - S-002","MCQ Practice","2026-06-25","111","128","86.7"
"Back End Development","CDU Batch-1 - S-002","Coding Practice","2026-06-24","96","128","75"
"Back End Development","CDU Batch-1 - S-002","Debugging Common Errors | Part 2","2026-06-24","52","64","81.3"
"Back End Development","CDU Batch-1 - S-002","MCQ Practice","2026-06-24","47","64","73.4"
"Back End Development","CDU Batch-1 - S-002","Coding Practice","2026-06-23","80","128","62.5"
"Back End Development","CDU Batch-1 - S-002","MCQ Practice","2026-06-23","65","128","50.8"
"Back End Development","CDU Batch-1 - S-002","Debugging Common Errors","2026-06-22","52","64","81.3"
"Back End Development","CDU Batch-1 - S-002","MCQ Practice","2026-06-20","53","64","82.8"
"Back End Development","CDU Batch-1 - S-002","REST APIs","2026-06-20","51","64","79.7"
"Back End Development","CDU Batch-1 - S-002","Introduction to Express JS | Part 3","2026-06-19","32","64","50"
"Back End Development","CDU Batch-1 - S-002","MCQ Practice","2026-06-19","31","64","48.4"
"Back End Development","CDU Batch-1 - S-002","Coding Practice","2026-06-18","39","64","60.9"
"Back End Development","CDU Batch-1 - S-002","Introduction to Express JS | Part 3","2026-06-18","40","64","62.5"
"Back End Development","CDU Batch-1 - S-002","Introduction to Express JS | Part 2","2026-06-17","45","64","70.3"
"Back End Development","CDU Batch-1 - S-002","Introduction to Express JS | Part 2","2026-06-16","36","64","56.3"
"Back End Development","CDU Batch-1 - S-002","MCQ Practice","2026-06-16","36","64","56.3"
"Back End Development","CDU Batch-1 - S-002","Coding Practice","2026-06-15","30","64","46.9"
"Back End Development","CDU Batch-1 - S-002","Introduction to Express JS","2026-06-15","32","64","50"
"Back End Development","CDU Batch-1 - S-002","Introduction to Express JS","2026-06-13","21","64","32.8"
